raw_label,class,is_background_derived,unmapped_label,occurrence_count,scenarios_seen_in
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-37,1.0,False,,4,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-To-Microsoft-1,1.0,False,,4,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-52,1.0,False,,4,9
flow=From-Botnet-V50-2-ICMP,1.0,False,,4,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-51,1.0,False,,4,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-49,1.0,False,,4,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-51,1.0,False,,4,9
flow=From-Botnet-V51-10-TCP-CC106-IRC-Not-Encrypted,1.0,False,,4,10
flow=From-Botnet-V51-7-TCP-CC106-IRC-Not-Encrypted,1.0,False,,4,10
flow=From-Botnet-V51-3-TCP-CC106-IRC-Not-Encrypted,1.0,False,,4,10;11
flow=From-Botnet-V51-1-TCP-CC106-IRC-Not-Encrypted,1.0,False,,4,10
flow=From-Botnet-V51-6-TCP-CC106-IRC-Not-Encrypted,1.0,False,,4,10
flow=From-Botnet-V51-3-UDP-CC108-Established-P2P-Not-Encrypted-1,1.0,False,,4,12
flow=From-Botnet-V51-2-UDP-CC108-Established-P2P-Not-Encrypted-1,1.0,False,,4,12
flow=From-Botnet-V54-TCP-Established-SSL-To-Microsoft-7,1.0,False,,4,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-18,1.0,False,,4,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-24,1.0,False,,4,13
flow=From-Botnet-V42-TCP-Established-HTTP-Binary-Download-1,1.0,False,,3,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-5,1.0,False,,3,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-53,1.0,False,,3,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-47,1.0,False,,3,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-57,1.0,False,,3,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-28,1.0,False,,3,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-42,1.0,False,,3,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-33,1.0,False,,3,1
flow=From-Botnet-V43-TCP-Established-HTTP-Binary-Download-3,1.0,False,,3,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-64,1.0,False,,3,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-27,1.0,False,,3,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-7,1.0,False,,3,2
flow=From-Botnet-V43-TCP-Established-HTTP-Adobe-4,1.0,False,,3,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-48,1.0,False,,3,2
flow=From-Botnet-V43-TCP-HTTP-Google-Net-Established-2,1.0,False,,3,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-24,1.0,False,,3,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-6,1.0,False,,3,2
flow=From-Botnet-V44-UDP-Attempt,1.0,False,,3,3
flow=From-Botnet-V45-TCP-Attempt,1.0,False,,3,4
flow=From-Botnet-V45-TCP-Established-HTTP-Ad-40,1.0,False,,3,4
flow=From-Botnet-V46-TCP-Established-SSL-To-Microsoft-3,1.0,False,,3,5
flow=From-Botnet-V46-UDP-Attempt-DNS,1.0,False,,3,5
flow=From-Botnet-V48-TCP-Attempt,1.0,False,,3,7
flow=From-Botnet-V49-TCP-Established-HTTP-Ad-40,1.0,False,,3,8
flow=From-Botnet-V49-UDP-Attempt,1.0,False,,3,8
flow=From-Botnet-V50-1-UDP-Attempt,1.0,False,,3,9
flow=From-Botnet-V50-2-UDP-Attempt,1.0,False,,3,9
flow=From-Botnet-V50-3-UDP-Attempt,1.0,False,,3,9
flow=From-Botnet-V50-4-UDP-Attempt,1.0,False,,3,9
flow=From-Botnet-V50-5-UDP-Attempt,1.0,False,,3,9
flow=From-Botnet-V50-6-UDP-Attempt,1.0,False,,3,9
flow=From-Botnet-V50-7-UDP-Attempt,1.0,False,,3,9
flow=From-Botnet-V50-10-UDP-Attempt,1.0,False,,3,9
flow=From-Botnet-V50-9-ICMP,1.0,False,,3,9
flow=From-Botnet-V50-1-TCP-Established-Custom-Encryption-4,1.0,False,,3,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Binary-Download-2,1.0,False,,3,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-5,1.0,False,,3,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-57,1.0,False,,3,9
flow=From-Botnet-V50-4-TCP-Established-Custom-Encryption-4,1.0,False,,3,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-5,1.0,False,,3,9
flow=From-Botnet-V50-5-TCP-Established-Custom-Encryption-4,1.0,False,,3,9
flow=From-Botnet-V50-2-TCP-HTTP-Not-Encrypted-Down-3,1.0,False,,3,9
flow=From-Botnet-V50-8-TCP-Established,1.0,False,,3,9
flow=From-Botnet-V50-8-TCP-CC107-Plain-HTTP-Encrypted-Data,1.0,False,,3,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-43,1.0,False,,3,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Binary-Download-2,1.0,False,,3,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-5,1.0,False,,3,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-53,1.0,False,,3,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-54,1.0,False,,3,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-50,1.0,False,,3,9
flow=From-Botnet-V50-10-TCP-Established,1.0,False,,3,9
flow=From-Botnet-V50-7-TCP-Established-Custom-Encryption-7,1.0,False,,3,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Binary-Download-2,1.0,False,,3,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-6,1.0,False,,3,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-20,1.0,False,,3,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-48,1.0,False,,3,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-42,1.0,False,,3,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-28,1.0,False,,3,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-To-Microsoft-1,1.0,False,,3,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-To-Microsoft-2,1.0,False,,3,9
flow=From-Botnet-V50-8-UDP-Attempt-DNS,1.0,False,,3,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-48,1.0,False,,3,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-28,1.0,False,,3,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-28,1.0,False,,3,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-25,1.0,False,,3,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-To-Microsoft-1,1.0,False,,3,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-To-Microsoft-2,1.0,False,,3,9
flow=From-Botnet-V50-2-TCP-HTTP-Not-Encrypted-Down-1,1.0,False,,3,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-49,1.0,False,,3,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-57,1.0,False,,3,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Adobe-4,1.0,False,,3,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-59,1.0,False,,3,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-28,1.0,False,,3,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-33,1.0,False,,3,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-33,1.0,False,,3,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-50,1.0,False,,3,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-42,1.0,False,,3,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-57,1.0,False,,3,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-53,1.0,False,,3,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-59,1.0,False,,3,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-47,1.0,False,,3,9
flow=From-Botnet-V50-1-TCP-HTTP-Not-Encrypted-Down-1,1.0,False,,3,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-42,1.0,False,,3,9
flow=From-Botnet-V50-10-UDP-Attempt-DNS,1.0,False,,3,9
flow=From-Botnet-V50-1-TCP-Established-SSL-To-Microsoft-7,1.0,False,,3,9
flow=From-Botnet-V50-6-TCP-HTTP-Google-Net-Established-2,1.0,False,,3,9
flow=From-Botnet-V51-4-TCP-HTTP-Google-Net-Established-6,1.0,False,,3,10
flow=From-Botnet-V51-5-TCP-HTTP-Google-Net-Established-6,1.0,False,,3,10
flow=From-Botnet-V51-6-TCP-HTTP-Google-Net-Established-6,1.0,False,,3,10
flow=From-Botnet-V51-7-TCP-HTTP-Google-Net-Established-6,1.0,False,,3,10
flow=From-Botnet-V51-8-TCP-HTTP-Google-Net-Established-6,1.0,False,,3,10
flow=From-Botnet-V51-9-TCP-HTTP-Google-Net-Established-6,1.0,False,,3,10
flow=From-Botnet-V51-10-TCP-HTTP-Google-Net-Established-6,1.0,False,,3,10
flow=From-Botnet-V51-2-TCP-Established,1.0,False,,3,10;12
flow=From-Botnet-V51-4-TCP-Established,1.0,False,,3,10
flow=From-Botnet-V51-3-TCP-Established-HTTP-Ad-62,1.0,False,,3,10;12
flow=From-Botnet-V51-2-TCP-CC106-IRC-Not-Encrypted,1.0,False,,3,10;11
flow=From-Botnet-V51-4-TCP-CC106-IRC-Not-Encrypted,1.0,False,,3,10
flow=From-Botnet-V51-1-TCP-Established,1.0,False,,3,10;11;12
flow=From-Botnet-V51-2-TCP-Attempt,1.0,False,,3,12
flow=From-Botnet-V54-TCP-CC7-Custom-Encryption,1.0,False,,3,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-48,1.0,False,,3,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-11,1.0,False,,3,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-5,1.0,False,,3,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-7,1.0,False,,3,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-52,1.0,False,,3,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-57,1.0,False,,3,13
flow=From-Botnet-V42-TCP-Established-HTTP-Binary-Download-Custom-Port-7,1.0,False,,2,1
flow=From-Botnet-V42-TCP-Established-HTTP-Binary-Download-Custom-Port-4,1.0,False,,2,1
flow=From-Botnet-V42-TCP-Established-HTTP-Binary-Download-9,1.0,False,,2,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-64,1.0,False,,2,1
flow=From-Botnet-V42-ICMP,1.0,False,,2,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-34,1.0,False,,2,1
flow=From-Botnet-V43-TCP-Established-HTTP-Binary-Download-1,1.0,False,,2,2
flow=From-Botnet-V43-TCP-Established-HTTP-Binary-Download-Custom-Port-4,1.0,False,,2,2
flow=From-Botnet-V43-TCP-Established-HTTP-Binary-Download-9,1.0,False,,2,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-57,1.0,False,,2,2
flow=From-Botnet-V45-TCP-Established-HTTP-Ad-62,1.0,False,,2,4
flow=From-Botnet-V45-TCP-Established,1.0,False,,2,4
flow=From-Botnet-V46-TCP-Established-HTTP-Binary-Download-1,1.0,False,,2,5
flow=From-Botnet-V49-TCP-Established-HTTP-Binary-Download-11,1.0,False,,2,8
flow=From-Botnet-V50-9-UDP-Attempt,1.0,False,,2,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Binary-Download-Custom-Port-4,1.0,False,,2,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Binary-Download-Custom-Port-6,1.0,False,,2,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Binary-Download-9,1.0,False,,2,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-5,1.0,False,,2,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Adobe-4,1.0,False,,2,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Binary-Download-Custom-Port-4,1.0,False,,2,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-64,1.0,False,,2,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Binary-Download-Custom-Port-6,1.0,False,,2,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Binary-Download-Custom-Port-4,1.0,False,,2,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-63,1.0,False,,2,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Binary-Download-Custom-Port-6,1.0,False,,2,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Binary-Download-9,1.0,False,,2,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-20,1.0,False,,2,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-12,1.0,False,,2,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Binary-Download-Custom-Port-4,1.0,False,,2,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Binary-Download-Custom-Port-6,1.0,False,,2,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Binary-Download-9,1.0,False,,2,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Binary-Download-Custom-Port-4,1.0,False,,2,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Binary-Download-Custom-Port-6,1.0,False,,2,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Binary-Download-9,1.0,False,,2,9
flow=From-Botnet-V50-1-TCP-Established,1.0,False,,2,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Binary-Download-Custom-Port-4,1.0,False,,2,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Binary-Download-Custom-Port-6,1.0,False,,2,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Binary-Download-9,1.0,False,,2,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Binary-Download-Custom-Port-4,1.0,False,,2,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Binary-Download-Custom-Port-6,1.0,False,,2,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Binary-Download-Custom-Port-4,1.0,False,,2,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Binary-Download-9,1.0,False,,2,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-5,1.0,False,,2,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Binary-Download-Custom-Port-6,1.0,False,,2,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Binary-Download-9,1.0,False,,2,9
flow=From-Botnet-V50-8-UDP-Custom-Encryption-1,1.0,False,,2,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Binary-Download-Custom-Port-4,1.0,False,,2,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Binary-Download-Custom-Port-6,1.0,False,,2,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-47,1.0,False,,2,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Binary-Download-9,1.0,False,,2,9
flow=From-Botnet-V50-9-UDP-Custom-Encryption-1,1.0,False,,2,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Binary-Download-Custom-Port-4,1.0,False,,2,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Binary-Download-Custom-Port-6,1.0,False,,2,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Binary-Download-9,1.0,False,,2,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-57,1.0,False,,2,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Adobe-4,1.0,False,,2,9
flow=From-Botnet-V50-10-TCP-HTTP-Not-Encrypted-Down-1,1.0,False,,2,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-To-Microsoft-2,1.0,False,,2,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-5,1.0,False,,2,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-59,1.0,False,,2,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-To-Microsoft-2,1.0,False,,2,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-52,1.0,False,,2,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-30,1.0,False,,2,9
flow=From-Botnet-V50-6-TCP-HTTP-Not-Encrypted-Down-1,1.0,False,,2,9
flow=From-Botnet-V50-4-TCP-HTTP-Not-Encrypted-Down-3,1.0,False,,2,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-33,1.0,False,,2,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-42,1.0,False,,2,9
flow=From-Botnet-V50-10-TCP-HTTP-Google-Net-Established-2,1.0,False,,2,9
flow=From-Botnet-V50-3-TCP-HTTP-Not-Encrypted-Down-3,1.0,False,,2,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-7,1.0,False,,2,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-59,1.0,False,,2,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-57,1.0,False,,2,9
flow=From-Botnet-V50-3-TCP-Established-SSL-To-Microsoft-1,1.0,False,,2,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-55,1.0,False,,2,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-6,1.0,False,,2,9
flow=From-Botnet-V50-7-TCP-Established-SSL-To-Microsoft-7,1.0,False,,2,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-43,1.0,False,,2,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-60,1.0,False,,2,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-54,1.0,False,,2,9
flow=From-Botnet-V50-10-TCP-Established-SSL-To-Microsoft-7,1.0,False,,2,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-47,1.0,False,,2,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-33,1.0,False,,2,9
flow=From-Botnet-V50-6-ICMP,1.0,False,,2,9
flow=From-Botnet-V50-7-TCP-HTTP-Not-Encrypted-Down-3,1.0,False,,2,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-57,1.0,False,,2,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-42,1.0,False,,2,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-34,1.0,False,,2,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-50,1.0,False,,2,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-41,1.0,False,,2,9
flow=From-Botnet-V51-9-TCP-CC106-IRC-Not-Encrypted,1.0,False,,2,10
flow=From-Botnet-V51-8-TCP-CC106-IRC-Not-Encrypted,1.0,False,,2,10
flow=From-Botnet-V51-5-TCP-CC106-IRC-Not-Encrypted,1.0,False,,2,10
flow=From-Botnet-V51-3-TCP-Attempt,1.0,False,,2,12
flow=From-Botnet-V54-TCP-Established-HTTP-Binary-Download-1,1.0,False,,2,13
flow=From-Botnet-V54-TCP-Established-HTTP-Binary-Download-Custom-Port-4,1.0,False,,2,13
flow=From-Botnet-V54-TCP-Established-HTTP-Binary-Download-9,1.0,False,,2,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-23,1.0,False,,2,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-42,1.0,False,,2,13
flow=From-Botnet-V54-TCP-Established-HTTP-Binary-Download-Custom-Port-6,1.0,False,,2,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-50,1.0,False,,2,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-6,1.0,False,,2,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-47,1.0,False,,2,13
flow=From-Botnet-V42-TCP-Established-HTTP-Adobe-4,1.0,False,,1,1
flow=From-Botnet-V42-TCP-Established-HTTP-Binary-Download-Custom-Port-5,1.0,False,,1,1
flow=From-Botnet-V42-TCP-HTTP-Not-Encrypted-Down-2,1.0,False,,1,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-60,1.0,False,,1,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-49,1.0,False,,1,1
flow=From-Botnet-V43-TCP-Established-HTTP-Binary-Download-Custom-Port-7,1.0,False,,1,2
flow=From-Botnet-V43-TCP-CC7-Custom-Encryption,1.0,False,,1,2
flow=From-Botnet-V43-TCP-Established-HTTP-Binary-Download-Custom-Port-5,1.0,False,,1,2
flow=From-Botnet-V43-TCP-HTTP-Not-Encrypted-Down-2,1.0,False,,1,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-60,1.0,False,,1,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-5,1.0,False,,1,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-21,1.0,False,,1,2
flow=From-Botnet-V43-TCP-Established-HTTP-To-Microsoft-1,1.0,False,,1,2
flow=From-Botnet-V43-TCP-Established-HTTP-To-Microsoft-2,1.0,False,,1,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-49,1.0,False,,1,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-13,1.0,False,,1,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-51,1.0,False,,1,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-23,1.0,False,,1,2
flow=From-Botnet-V45-TCP-Established-HTTP-Ad-15,1.0,False,,1,4
flow=From-Botnet-V45-TCP-Established-HTTP-Ad-4,1.0,False,,1,4
flow=From-Botnet-V45-TCP-WEB-Established,1.0,False,,1,4
flow=From-Botnet-V46-TCP-HTTP-Google-Net-Established-6,1.0,False,,1,5
flow=From-Botnet-V46-TCP-CC7-Custom-Encryption,1.0,False,,1,5
flow=From-Botnet-V46-TCP-Established-HTTP-Ad-4,1.0,False,,1,5
flow=From-Botnet-V46-TCP-Established-Custom-Encryption-8,1.0,False,,1,5
flow=From-Botnet-V46-TCP-Established,1.0,False,,1,5
flow=From-Botnet-V47-TCP-Established-HTTP-Ad-4,1.0,False,,1,6
flow=From-Botnet-V47-TCP-Established-HTTP-Ad-62,1.0,False,,1,6
flow=From-Botnet-V47-TCP-Attempt,1.0,False,,1,6
flow=From-Botnet-V47-UDP-Attempt,1.0,False,,1,6
flow=From-Botnet-V48-TCP-HTTP-Google-Net-Established-6,1.0,False,,1,7
flow=From-Botnet-V48-UDP-Attempt,1.0,False,,1,7
flow=From-Botnet-V48-TCP-HTTP-Google-Net-Established-7,1.0,False,,1,7
flow=From-Botnet-V48-TCP-Established-HTTP-Binary-Download-12,1.0,False,,1,7
flow=From-Botnet-V48-TCP-Established-HTTP-Ad-4,1.0,False,,1,7
flow=From-Botnet-V49-TCP-HTTP-Google-Net-Established-6,1.0,False,,1,8
flow=From-Botnet-V49-TCP-Established,1.0,False,,1,8
flow=From-Botnet-V49-TCP-CC76-HTTP-Custom-Port-Not-Encrypted-Binary-Download,1.0,False,,1,8
flow=From-Botnet-V49-TCP-Established-HTTP-Ad-62,1.0,False,,1,8
flow=From-Botnet-V49-ICMP,1.0,False,,1,8
flow=From-Botnet-V50-8-UDP-Established,1.0,False,,1,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Binary-Download-1,1.0,False,,1,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Binary-Download-Custom-Port-7,1.0,False,,1,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-64,1.0,False,,1,9
flow=From-Botnet-V50-1-UDP-Custom-Encryption-1,1.0,False,,1,9
flow=From-Botnet-V50-1-TCP-CC13-Custom-Encryption,1.0,False,,1,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-4,1.0,False,,1,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Binary-Download-8,1.0,False,,1,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Binary-Download-Custom-Port-5,1.0,False,,1,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-13,1.0,False,,1,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-63,1.0,False,,1,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Binary-Download-10,1.0,False,,1,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Binary-Download-1,1.0,False,,1,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Binary-Download-Custom-Port-7,1.0,False,,1,9
flow=From-Botnet-V50-2-UDP-Custom-Encryption-1,1.0,False,,1,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Binary-Download-1,1.0,False,,1,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Binary-Download-Custom-Port-7,1.0,False,,1,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Binary-Download-Custom-Port-5,1.0,False,,1,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Binary-Download-9,1.0,False,,1,9
flow=From-Botnet-V50-3-TCP-CC7-Custom-Encryption,1.0,False,,1,9
flow=From-Botnet-V50-3-UDP-Custom-Encryption-1,1.0,False,,1,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-4,1.0,False,,1,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-To-Microsoft-1,1.0,False,,1,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-To-Microsoft-2,1.0,False,,1,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Adobe-4,1.0,False,,1,9
flow=From-Botnet-V50-1-TCP-HTTP-Not-Encrypted-Down-2,1.0,False,,1,9
flow=From-Botnet-V50-3-TCP-Established-Custom-Encryption-8,1.0,False,,1,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Binary-Download-Custom-Port-5,1.0,False,,1,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Binary-Download-1,1.0,False,,1,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Binary-Download-Custom-Port-7,1.0,False,,1,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-63,1.0,False,,1,9
flow=From-Botnet-V50-4-UDP-Custom-Encryption-1,1.0,False,,1,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Binary-Download-1,1.0,False,,1,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Binary-Download-Custom-Port-7,1.0,False,,1,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-64,1.0,False,,1,9
flow=From-Botnet-V50-4-TCP-HTTP-Google-Net-Established-7,1.0,False,,1,9
flow=From-Botnet-V50-5-TCP-CC7-Custom-Encryption,1.0,False,,1,9
flow=From-Botnet-V50-5-UDP-Custom-Encryption-1,1.0,False,,1,9
flow=From-Botnet-V50-4-TCP-Established,1.0,False,,1,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Binary-Download-1,1.0,False,,1,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Binary-Download-Custom-Port-7,1.0,False,,1,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-63,1.0,False,,1,9
flow=From-Botnet-V50-6-TCP-CC7-Custom-Encryption,1.0,False,,1,9
flow=From-Botnet-V50-6-UDP-Custom-Encryption-1,1.0,False,,1,9
flow=From-Botnet-V50-5-TCP-Established-Custom-Encryption-8,1.0,False,,1,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Binary-Download-1,1.0,False,,1,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Binary-Download-Custom-Port-5,1.0,False,,1,9
